City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
279,Sinop,TR,2020-08-18 05:32:31,41.77,34.87,66.2,72,0,5.82
280,Bodri,IN,2020-08-18 05:34:26,23.17,81.43,84.11,74,99,7.47
281,Broken Hill,AU,2020-08-18 05:31:21,-31.95,141.43,64.4,25,0,20.8
282,Tezpur,IN,2020-08-18 05:34:26,26.63,92.8,86.97,73,70,3.11
283,Leh,IN,2020-08-18 05:34:26,34.17,77.58,71.76,22,0,6.82
284,Cedar City,US,2020-08-18 05:34:27,37.68,-113.06,82.4,10,1,9.17
285,Taoudenni,ML,2020-08-18 05:34:27,22.68,-3.98,95.25,10,0,8.19
286,Andenes,NO,2020-08-18 05:34:27,69.31,16.12,50.0,93,75,18.34
287,Athens,GR,2020-08-18 05:33:23,37.98,23.72,80.01,49,0,4.05
288,Nemuro,JP,2020-08-18 05:34:27,43.32,145.57,66.2,88,75,6.93
289,Timbiqui,CO,2020-08-18 05:34:28,2.77,-77.67,74.64,94,99,3.8
290,Ixtapa,MX,2020-08-18 05:34:28,20.7,-105.2,79.0,94,90,5.3
291,Port Hedland,AU,2020-08-18 05:34:28,-20.32,118.57,82.4,15,0,8.05
292,Zhangye,CN,2020-08-18 05:34:28,38.93,100.45,86.02,13,0,6.87
293,Port Blair,IN,2020-08-18 05:34:28,11.67,92.75,85.66,70,100,14.65
294,Ponta Do Sol,PT,2020-08-18 05:34:29,32.67,-17.1,71.6,73,20,5.82
295,Pau Brasil,BR,2020-08-18 05:34:29,-15.46,-39.65,64.22,97,22,0.89
296,Shahrud,IR,2020-08-18 05:34:29,36.42,54.98,75.61,40,1,14.67
297,Talara,PE,2020-08-18 05:30:28,-4.58,-81.27,62.15,84,82,17.29
298,Svetlyy,RU,2020-08-18 05:34:29,54.67,20.13,61.0,100,75,6.71
299,Sambava,MG,2020-08-18 05:34:30,-14.27,50.17,73.11,81,97,14.0
300,Coquimbo,CL,2020-08-18 05:34:30,-29.95,-71.34,51.8,76,18,3.36
301,Bethel,US,2020-08-18 05:34:30,41.37,-73.41,66.99,100,40,3.6
302,Walvis Bay,NA,2020-08-18 05:34:30,-22.96,14.51,46.99,87,0,9.17
303,Wanning,CN,2020-08-18 05:34:30,18.8,110.4,87.53,66,100,5.88
304,Sukhobuzimskoye,RU,2020-08-18 05:34:31,56.5,93.27,69.8,64,57,6.71
305,Bengkulu,ID,2020-08-18 05:34:31,-3.8,102.27,85.12,68,83,10.69
306,Namatanai,PG,2020-08-18 05:34:31,-3.67,152.43,83.05,71,19,10.33
307,Lakatoro,VU,2020-08-18 05:34:31,-16.1,167.42,75.2,100,75,6.93
308,Cabo San Lucas,MX,2020-08-18 05:34:31,22.89,-109.91,82.0,89,40,3.96
309,Kayiry,UA,2020-08-18 05:34:32,46.95,33.71,76.01,38,0,1.97
310,Umm Kaddadah,SD,2020-08-18 05:34:32,13.6,26.69,78.67,67,95,3.22
311,Milkovo,RU,2020-08-18 05:34:32,54.72,158.62,70.52,59,76,2.33
312,Komagane,JP,2020-08-18 05:34:32,35.73,137.94,90.0,46,75,13.87
313,Gamba,GA,2020-08-18 05:34:32,-2.65,10.0,74.23,90,90,6.8
314,Uri,IN,2020-08-18 05:34:33,34.08,74.03,77.54,62,88,4.16
315,Plattsburgh,US,2020-08-18 05:34:33,44.7,-73.45,64.99,88,75,4.7
316,Mareeba,AU,2020-08-18 05:34:33,-17.0,145.43,87.01,29,15,3.0
317,Ulaangom,MN,2020-08-18 05:34:33,49.98,92.07,74.77,44,1,7.61
318,Hirara,JP,2020-08-18 05:34:33,24.8,125.28,89.6,79,40,14.99
319,Namalenga,TZ,2020-08-18 05:34:34,-10.95,39.1,77.61,54,18,2.95
320,Mount Isa,AU,2020-08-18 05:31:01,-20.73,139.5,95.0,11,0,12.75
321,Goundam,ML,2020-08-18 05:34:34,16.41,-3.67,87.01,50,95,15.57
322,Kragero,NO,2020-08-18 05:34:34,58.87,9.41,57.2,87,47,3.36
323,Pochutla,MX,2020-08-18 05:34:35,15.74,-96.47,73.99,95,92,3.98
324,Leningradskiy,RU,2020-08-18 05:33:14,69.38,178.42,45.46,62,71,9.24
325,Puerto Escondido,MX,2020-08-18 05:34:35,15.85,-97.07,78.08,82,100,6.26
326,Boda,CF,2020-08-18 05:34:35,4.32,17.47,71.37,95,81,2.06
327,Denpasar,ID,2020-08-18 05:29:48,-8.65,115.22,84.2,79,40,17.22
328,Beocin,RS,2020-08-18 05:34:36,45.21,19.72,72.0,88,40,2.24
329,Tual,ID,2020-08-18 05:34:36,-5.67,132.75,78.84,79,5,17.05
330,Taitung,TW,2020-08-18 05:33:33,22.76,121.14,89.6,62,75,14.99
331,Khangarh,PK,2020-08-18 05:34:36,29.92,71.16,96.8,60,20,6.93
332,Kamariotissa,GR,2020-08-18 05:34:36,40.48,25.47,73.4,73,5,8.05
333,Sayyan,YE,2020-08-18 05:34:36,15.17,44.32,73.42,28,75,5.28
334,Malakal,SS,2020-08-18 05:34:37,9.53,31.66,75.06,91,100,0.34
335,Sangar,RU,2020-08-18 05:34:37,63.92,127.47,65.75,32,0,7.7
336,Grand-Lahou,CI,2020-08-18 05:34:37,5.14,-5.02,74.14,86,38,7.76
337,Youghal,IE,2020-08-18 05:34:37,51.95,-7.85,59.0,100,90,6.93
338,Hamilton,US,2020-08-18 05:29:50,39.18,-84.53,72.0,83,1,2.84
339,Jasper,US,2020-08-18 05:34:38,37.2,-94.35,69.8,73,1,8.05
340,Nampula,MZ,2020-08-18 05:34:38,-15.12,39.27,66.2,100,90,3.36
341,Ampanihy,MG,2020-08-18 05:34:38,-24.7,44.75,73.96,47,14,6.02
342,Kodinsk,RU,2020-08-18 05:34:38,58.69,99.18,75.61,31,1,9.13
343,Meulaboh,ID,2020-08-18 05:34:39,4.14,96.13,86.31,64,7,6.91
344,Yar-Sale,RU,2020-08-18 05:34:39,66.83,70.83,60.17,76,84,13.4
345,Urumqi,CN,2020-08-18 05:34:39,43.8,87.6,91.4,21,48,11.18
346,Pokhara,NP,2020-08-18 05:31:27,28.23,83.98,79.34,79,96,4.36
347,Pitangui,BR,2020-08-18 05:34:40,-19.68,-44.89,63.52,84,12,5.79
348,Merauke,ID,2020-08-18 05:34:40,-8.47,140.33,81.57,65,0,16.69
349,Garhakota,IN,2020-08-18 05:34:40,23.77,79.15,85.37,79,100,10.63
350,Goffstown,US,2020-08-18 05:34:40,43.02,-71.6,64.4,93,90,1.41
351,Kanniyakumari,IN,2020-08-18 05:34:41,8.08,77.57,84.16,70,72,18.48
352,Morondava,MG,2020-08-18 05:34:41,-20.28,44.28,75.18,60,0,5.64
353,Te Anau,NZ,2020-08-18 05:34:41,-45.42,167.72,44.24,74,100,0.96
354,Goderich,CA,2020-08-18 05:34:41,43.75,-81.72,71.01,65,23,16.96
355,Puerto Berrio,CO,2020-08-18 05:34:41,6.49,-74.4,72.61,95,46,1.54
356,Biltine,TD,2020-08-18 05:34:42,14.53,20.92,78.57,70,100,14.32
357,Boende,CD,2020-08-18 05:34:42,-0.22,20.87,75.0,91,92,2.51
358,Lejanias,CO,2020-08-18 05:34:42,3.53,-74.02,69.22,75,89,3.87
359,Cardston,CA,2020-08-18 05:34:42,49.2,-113.3,80.6,63,1,6.93
360,Amapa,BR,2020-08-18 05:34:42,1.0,-52.0,70.68,98,80,2.17
361,Lodja,CD,2020-08-18 05:34:43,-3.48,23.43,78.06,64,26,2.62
362,Barra Da Estiva,BR,2020-08-18 05:34:43,-13.63,-41.33,58.77,99,54,4.61
363,Balkanabat,TM,2020-08-18 05:34:43,39.51,54.37,82.26,27,32,1.99
364,Winnemucca,US,2020-08-18 05:34:43,40.97,-117.74,71.6,56,75,25.28
365,Manokwari,ID,2020-08-18 05:34:44,-0.87,134.08,83.39,74,82,8.14
366,Hervey Bay,AU,2020-08-18 05:34:44,-25.3,152.85,75.2,41,0,18.34
367,Khlung,TH,2020-08-18 05:34:44,12.45,102.22,86.0,79,40,13.87
368,Iseyin,NG,2020-08-18 05:34:44,7.97,3.6,71.04,91,100,6.87
369,Rundu,NA,2020-08-18 05:34:44,-17.93,19.77,57.02,31,0,8.43
370,Narrabri,AU,2020-08-18 05:34:45,-30.32,149.78,64.4,45,75,14.99
371,Vila Franca Do Campo,PT,2020-08-18 05:34:40,37.72,-25.43,73.4,94,75,18.34
372,Luderitz,NA,2020-08-18 05:34:45,-26.65,15.16,52.88,73,1,14.97
373,Buala,SB,2020-08-18 05:34:45,-8.14,159.59,83.1,70,77,2.37
374,Timizart,DZ,2020-08-18 05:34:45,36.8,4.27,73.9,36,0,1.36
375,Sobolevo,RU,2020-08-18 05:34:46,54.43,31.9,62.74,79,23,5.68
376,Quatre Cocos,MU,2020-08-18 05:34:46,-20.21,57.76,75.2,64,40,18.34
377,Kindia,GN,2020-08-18 05:34:46,10.06,-12.87,70.11,100,92,1.34
378,Valley City,US,2020-08-18 05:34:46,46.92,-98.0,64.4,100,1,8.05
379,Cienfuegos,CU,2020-08-18 05:34:47,22.15,-80.44,77.0,94,7,3.36
380,Korla,CN,2020-08-18 05:34:47,41.76,86.15,90.12,12,33,3.49
381,Laguna,US,2020-08-18 05:34:47,38.42,-121.42,89.01,40,1,10.29
382,Tabou,CI,2020-08-18 05:34:47,4.42,-7.35,74.37,86,93,7.18
383,Zapolyarnyy,RU,2020-08-18 05:34:47,69.42,30.81,46.4,87,75,19.46
384,Sur,OM,2020-08-18 05:34:48,22.57,59.53,95.88,44,43,4.18
385,Del Rio,US,2020-08-18 05:30:54,29.36,-100.9,77.0,73,1,8.68
386,Alyangula,AU,2020-08-18 05:34:48,-13.85,136.42,86.0,35,0,8.05
387,Zaragoza,ES,2020-08-18 05:34:48,41.66,-0.88,68.0,72,75,5.82
388,Moron,AR,2020-08-18 05:34:48,-34.65,-58.62,52.0,87,40,3.36
389,Nipawin,CA,2020-08-18 05:34:48,53.37,-104.0,64.4,88,75,2.24
390,San Joaquin,VE,2020-08-18 05:34:49,10.26,-67.79,72.72,89,100,4.5
391,Nouadhibou,MR,2020-08-18 05:34:49,20.93,-17.03,73.4,73,0,16.11
392,Muhororo,UG,2020-08-18 05:34:49,0.94,30.76,71.17,80,87,0.29
393,Lahaina,US,2020-08-18 05:34:50,20.88,-156.68,80.6,57,40,11.41
394,Trofors,NO,2020-08-18 05:34:50,65.53,13.41,39.2,100,9,2.24
395,Augusto Correa,BR,2020-08-18 05:34:50,-1.02,-46.63,76.1,86,35,5.3
396,Bunbury,AU,2020-08-18 05:33:22,-33.33,115.63,62.01,37,84,16.15
397,Puerto Palomas,MX,2020-08-18 05:34:51,31.77,-107.62,73.4,49,1,13.87
398,Avera,US,2020-08-18 05:34:51,33.19,-82.53,73.4,84,75,5.82
399,Conil,FR,2020-08-18 05:34:51,44.97,3.72,51.08,95,40,2.93
400,Eatonton,US,2020-08-18 05:34:51,33.33,-83.39,77.0,97,89,2.73
401,Swiecie,PL,2020-08-18 05:34:52,53.41,18.45,64.0,100,0,3.74
402,Bagdarin,RU,2020-08-18 05:34:52,54.43,113.6,65.07,52,35,1.92
403,Lithgow,AU,2020-08-18 05:34:52,-33.48,150.15,66.2,52,75,5.82
404,Cidreira,BR,2020-08-18 05:34:52,-30.18,-50.21,60.22,87,1,14.05
405,Durban,ZA,2020-08-18 05:31:43,-29.86,31.03,66.2,59,45,6.93
406,Maniitsoq,GL,2020-08-18 05:34:53,65.42,-52.9,50.23,57,0,4.25
407,Mazara Del Vallo,IT,2020-08-18 05:34:53,37.66,12.59,73.99,88,0,3.36
408,Graham,US,2020-08-18 05:30:35,47.05,-122.29,73.99,73,1,0.56
409,Methoni,GR,2020-08-18 05:34:54,36.82,21.7,78.01,100,0,1.61
410,Porto Walter,BR,2020-08-18 05:34:54,-8.27,-72.74,74.34,67,0,2.13
411,Kamaishi,JP,2020-08-18 05:34:54,39.27,141.88,84.2,62,75,6.93
412,Muros,ES,2020-08-18 05:34:55,42.78,-9.06,66.99,93,100,1.99
413,Ferme-Neuve,CA,2020-08-18 05:34:55,46.7,-75.45,54.36,92,86,1.77
414,Fairbanks,US,2020-08-18 05:31:08,64.84,-147.72,68.0,40,1,3.36
415,Huanuni,BO,2020-08-18 05:34:55,-18.27,-66.85,35.02,76,58,4.41
416,Klyuchi,RU,2020-08-18 05:34:56,52.27,79.17,79.86,35,84,12.15
417,Ocos,GT,2020-08-18 05:34:56,14.51,-92.19,77.0,100,75,5.37
418,Fayaoue,NC,2020-08-18 05:34:56,-20.65,166.53,73.31,71,79,5.23
419,Tessalit,ML,2020-08-18 05:34:56,20.2,1.01,87.89,44,19,2.26
420,Kontagora,NG,2020-08-18 05:34:57,10.4,5.47,72.28,97,99,6.38
421,Wadena,US,2020-08-18 05:34:57,46.44,-95.14,55.4,100,1,2.57
422,Springdale,US,2020-08-18 05:34:57,36.19,-94.13,71.6,68,1,5.82
423,Erenhot,CN,2020-08-18 05:34:57,43.65,111.98,80.1,33,91,15.68
424,Port Augusta,AU,2020-08-18 05:34:57,-32.5,137.77,68.0,32,36,20.8
425,Darnah,LY,2020-08-18 05:34:58,32.77,22.64,79.86,64,0,13.78
426,San Policarpo,PH,2020-08-18 05:34:58,12.18,125.51,82.67,81,82,11.77
427,Lazaro Cardenas,MX,2020-08-18 05:32:39,17.96,-102.2,76.78,84,100,5.06
428,Tari,NG,2020-08-18 05:34:59,12.41,4.49,76.77,87,94,6.89
429,Skjern,DK,2020-08-18 05:34:59,55.95,8.5,63.0,71,100,4.09
430,Coelho Neto,BR,2020-08-18 05:34:59,-4.26,-43.01,69.93,90,51,0.58
431,Luena,AO,2020-08-18 05:34:59,-11.78,19.92,61.12,30,70,3.2
432,Baiyin,CN,2020-08-18 05:35:00,36.56,104.21,69.8,49,20,6.71
433,Liverpool,GB,2020-08-18 05:30:31,53.41,-2.98,59.0,100,75,12.75
434,Poum,NC,2020-08-18 05:35:00,-20.23,164.02,70.03,71,92,17.74
435,Hammerfest,NO,2020-08-18 05:35:00,70.66,23.68,46.4,93,75,32.21
436,Sharan,RU,2020-08-18 05:35:00,54.82,54.0,50.47,86,100,16.51
437,Ranong,TH,2020-08-18 05:35:01,9.97,98.63,87.8,74,40,10.29
438,Pangody,RU,2020-08-18 05:35:01,65.85,74.49,65.08,54,37,13.42
439,Livingston,GB,2020-08-18 05:35:01,55.9,-3.52,57.99,100,90,4.7
440,Ha Giang,VN,2020-08-18 05:35:02,22.83,104.98,78.19,84,100,2.04
441,Marsh Harbour,BS,2020-08-18 05:35:02,26.54,-77.06,83.97,73,60,9.51
442,Umm Lajj,SA,2020-08-18 05:35:02,25.02,37.27,93.34,36,3,7.31
443,Kysyl-Syr,RU,2020-08-18 05:35:02,63.9,122.76,67.17,28,0,6.6
444,Lodwar,KE,2020-08-18 05:35:03,3.12,35.6,79.59,55,58,10.87
445,Nome,US,2020-08-18 05:35:03,64.5,-165.41,66.2,52,1,5.82
446,Svendborg,DK,2020-08-18 05:35:03,55.06,10.61,69.01,100,40,2.24
447,Tingi,TZ,2020-08-18 05:35:03,-11.3,35.03,67.48,60,54,5.75
448,Chuy,UY,2020-08-18 05:35:04,-33.7,-53.46,47.16,90,0,6.38
449,Juneau,US,2020-08-18 05:30:40,58.3,-134.42,55.99,93,75,2.77
450,Celina,US,2020-08-18 05:35:04,40.55,-84.57,64.99,93,40,4.18
451,Bowen,AU,2020-08-18 05:31:06,-20.02,148.23,80.6,34,0,13.87
452,Biograd Na Moru,HR,2020-08-18 05:35:04,43.94,15.45,75.0,82,40,3.36
453,Nastola,FI,2020-08-18 05:35:05,60.95,25.93,57.2,67,0,2.24
454,Cheyenne,US,2020-08-18 05:33:58,41.14,-104.82,71.6,37,1,6.93
455,Manyana,BW,2020-08-18 05:35:05,-23.4,21.72,40.08,65,0,17.27
456,Damghan,IR,2020-08-18 05:35:05,36.17,54.35,76.87,42,14,1.77
457,Petropavlovka,RU,2020-08-18 05:35:05,50.61,105.32,69.1,46,34,5.68
458,Lumut,MY,2020-08-18 05:35:06,4.23,100.63,89.6,70,40,5.82
459,Kattivakkam,IN,2020-08-18 05:35:06,13.22,80.32,89.6,62,75,6.93
460,Westport,US,2020-08-18 05:35:06,41.14,-73.36,68.0,98,94,5.55
461,Vao,NC,2020-08-18 05:35:07,-22.67,167.48,69.46,73,0,16.33
462,Verkhnevilyuysk,RU,2020-08-18 05:35:07,63.45,120.32,68.23,32,0,5.55
463,Buchanan,LR,2020-08-18 05:33:13,5.88,-10.05,75.2,94,75,6.93
464,Olafsvik,IS,2020-08-18 05:35:07,64.89,-23.71,54.0,81,94,7.45
465,Matara,LK,2020-08-18 05:30:56,5.95,80.54,86.5,64,37,10.27
466,Cabedelo,BR,2020-08-18 05:35:08,-6.98,-34.83,71.6,94,20,5.82
467,Camocim,BR,2020-08-18 05:35:08,-2.9,-40.84,75.9,80,6,15.48
468,Herat,AF,2020-08-18 05:35:08,34.5,62.0,87.8,20,0,17.22
469,Sovetsk,RU,2020-08-18 05:35:08,55.08,21.88,60.51,73,100,8.21
470,Kiruna,SE,2020-08-18 05:35:08,67.86,20.23,44.6,81,100,5.82
471,Olinda,BR,2020-08-18 05:35:09,-8.01,-34.86,77.0,78,75,10.29
472,Berlevag,NO,2020-08-18 05:35:09,70.86,29.09,46.4,87,75,17.22
473,Conceicao Da Barra,BR,2020-08-18 05:35:01,-18.59,-39.73,71.13,89,37,3.44
474,Mokhotlong,LS,2020-08-18 05:35:09,-29.29,29.07,36.1,78,60,9.15
475,Emba,KZ,2020-08-18 05:35:10,48.83,58.14,70.95,46,51,19.17
476,Torrington,US,2020-08-18 05:30:38,41.8,-73.12,66.0,99,99,2.15
477,Richards Bay,ZA,2020-08-18 05:35:10,-28.78,32.04,65.8,61,62,5.82
478,Farap,TM,2020-08-18 05:35:10,39.17,63.61,80.6,32,0,11.41
479,Derzhavinsk,KZ,2020-08-18 05:35:10,51.1,66.32,65.23,48,78,19.26
480,Shenjiamen,CN,2020-08-18 05:33:52,29.96,122.3,84.24,81,1,11.65
481,Ipaussu,BR,2020-08-18 05:35:11,-23.06,-49.63,61.65,95,100,4.16
482,Balaipungut,ID,2020-08-18 05:35:11,1.05,101.28,86.0,66,40,11.41
483,Marsa Matruh,EG,2020-08-18 05:35:11,31.35,27.25,75.2,83,0,5.82
484,Opuwo,NA,2020-08-18 05:35:11,-18.06,13.84,51.15,36,0,7.2
485,Jonkoping,SE,2020-08-18 05:35:12,57.78,14.16,64.4,82,85,4.7
486,Peniche,PT,2020-08-18 05:35:12,39.36,-9.38,69.01,95,49,5.99
487,Lunenburg,CA,2020-08-18 05:35:12,44.38,-64.32,59.0,97,97,13.2
488,Giyani,ZA,2020-08-18 05:35:12,-23.3,30.72,63.32,76,85,5.44
489,Padang,ID,2020-08-18 05:32:30,-0.95,100.35,84.81,63,66,3.85
490,Riyadh,SA,2020-08-18 05:35:13,24.69,46.72,91.4,15,17,5.82
491,Kahului,US,2020-08-18 05:35:13,20.89,-156.47,80.6,57,40,11.41
492,College,US,2020-08-18 05:35:13,64.86,-147.8,68.0,52,20,5.32
493,Cape Coast,GH,2020-08-18 05:35:13,5.11,-1.25,73.13,90,58,6.46
494,Ghanzi,BW,2020-08-18 05:35:14,-21.57,21.78,48.7,44,0,18.79
495,Honningsvag,NO,2020-08-18 05:35:14,70.98,25.97,46.4,81,75,14.99
496,Valente,BR,2020-08-18 05:35:14,-11.41,-39.46,62.53,98,2,5.26
497,Dustlik,UZ,2020-08-18 05:35:14,40.52,68.04,83.43,22,18,7.61
498,Bonthe,SL,2020-08-18 05:35:15,7.53,-12.51,75.51,88,100,7.09
499,Ossora,RU,2020-08-18 05:35:15,59.24,163.07,60.06,53,30,3.65
500,Barcelos,PT,2020-08-18 05:33:57,41.54,-8.62,68.0,100,90,9.17
501,Guadalupe Y Calvo,MX,2020-08-18 05:35:15,26.1,-106.97,56.32,86,100,4.81
502,Kropotkin,RU,2020-08-18 05:35:16,45.44,40.58,76.89,31,0,2.93
503,Cartagena,CO,2020-08-18 05:33:23,10.4,-75.51,80.06,84,93,7.0
504,Haimen,CN,2020-08-18 05:35:16,23.19,116.61,89.6,66,20,8.95
505,Mendi,PG,2020-08-18 05:35:16,-6.18,143.65,61.88,94,61,3.24
506,Praia Da Vitoria,PT,2020-08-18 05:35:16,38.73,-27.07,71.6,88,75,7.09
507,Pamekasan,ID,2020-08-18 05:35:17,-7.16,113.47,87.78,48,4,7.74
508,Krasnoselkup,RU,2020-08-18 05:35:17,65.7,82.47,69.73,55,21,11.77
509,Boyolangu,ID,2020-08-18 05:35:17,-8.12,111.89,80.51,67,83,12.03
510,Gushikawa,JP,2020-08-18 05:35:17,26.35,127.87,91.4,66,75,8.05
511,Kiunga,PG,2020-08-18 05:35:17,-6.12,141.29,85.3,63,56,3.0
512,Oranjemund,NA,2020-08-18 05:35:18,-28.55,16.43,52.61,79,27,13.47
513,Abha,SA,2020-08-18 05:35:18,18.22,42.51,75.2,38,40,4.7
514,Ladyzhyn,UA,2020-08-18 05:35:18,48.69,29.24,64.99,69,0,4.38
515,Cozumel,MX,2020-08-18 05:31:14,20.51,-86.95,78.8,100,40,5.61
516,Karratha,AU,2020-08-18 05:35:19,-20.74,116.85,77.74,18,0,1.92
517,Maceio,BR,2020-08-18 05:32:44,-9.67,-35.74,69.8,94,40,9.1
518,Szczecinek,PL,2020-08-18 05:35:19,53.71,16.7,64.99,78,5,5.01
519,Atasu,KZ,2020-08-18 05:35:19,48.68,71.64,70.27,29,49,18.01
520,Bourail,NC,2020-08-18 05:35:20,-21.57,165.48,67.8,67,96,5.21
521,Estelle,US,2020-08-18 05:32:38,29.85,-90.11,86.0,100,1,5.66
522,Barcelona,ES,2020-08-18 05:34:43,41.39,2.16,79.0,78,40,6.93
523,Kerugoya,KE,2020-08-18 05:35:20,-0.5,37.28,64.69,71,99,2.44
524,Sao Sebastiao,BR,2020-08-18 05:33:38,-23.76,-45.41,67.46,86,100,6.98
525,Waipawa,NZ,2020-08-18 05:35:21,-41.41,175.52,53.6,76,100,3.36
526,Mitsamiouli,KM,2020-08-18 05:35:21,-11.38,43.28,75.2,69,20,6.93
527,Rio Gallegos,AR,2020-08-18 05:31:21,-51.62,-69.22,33.8,86,75,27.51
528,Nizhniy Tsasuchey,RU,2020-08-18 05:35:21,50.52,115.13,63.79,46,0,12.86
529,Sept-Iles,CA,2020-08-18 05:35:22,50.2,-66.38,62.6,88,90,8.05
530,Cayenne,GF,2020-08-18 05:35:22,4.93,-52.33,77.0,94,73,3.36
531,Oksovskiy,RU,2020-08-18 05:35:22,62.61,39.9,54.16,63,33,8.03
532,Aldergrove,CA,2020-08-18 05:30:48,49.06,-122.47,71.01,72,5,3.36
533,Oudtshoorn,ZA,2020-08-18 05:35:23,-33.59,22.2,41.0,93,90,17.22
534,Doka,SD,2020-08-18 05:35:23,13.52,35.77,70.86,92,100,12.97
535,Fonte Boa,BR,2020-08-18 05:35:23,-2.5,-66.27,73.22,97,41,2.19
536,Erdenet,MN,2020-08-18 05:35:23,49.03,104.08,63.1,56,0,6.64
537,Norman Wells,CA,2020-08-18 05:34:38,65.28,-126.83,53.6,76,75,4.7
538,Mangrol,IN,2020-08-18 05:35:24,21.12,70.12,83.03,83,82,17.65
539,Sinjar,IQ,2020-08-18 05:35:24,36.32,41.88,88.77,12,0,2.17
540,Kulachi,PK,2020-08-18 05:35:24,31.93,70.46,104.47,32,0,5.14
541,Sioux Lookout,CA,2020-08-18 05:35:24,50.1,-91.92,51.8,87,5,3.36
542,Klaksvik,FO,2020-08-18 05:35:25,62.23,-6.59,44.6,87,82,1.12
543,Maracacume,BR,2020-08-18 05:33:12,-2.04,-45.96,72.9,90,4,5.44
544,Polunochnoye,RU,2020-08-18 05:35:25,60.87,60.42,56.17,94,95,4.43
545,Kismayo,SO,2020-08-18 05:35:25,-0.36,42.55,79.66,72,100,15.41
546,Cap-Aux-Meules,CA,2020-08-18 05:35:25,47.38,-61.86,64.49,80,47,15.9
547,Berekum,GH,2020-08-18 05:35:26,7.45,-2.58,70.0,89,79,5.44
548,Sinnamary,GF,2020-08-18 05:35:26,5.38,-52.95,77.23,85,100,8.5
549,Panvel,IN,2020-08-18 05:35:26,18.98,73.1,87.01,94,90,4.7
550,Toccoa,US,2020-08-18 05:35:26,34.58,-83.33,71.6,73,1,3.36
551,Mayo,US,2020-08-18 05:35:26,38.89,-76.51,72.0,87,1,5.84
552,Xai-Xai,MZ,2020-08-18 05:33:52,-25.05,33.64,66.74,83,37,13.35
553,Puerto Del Rosario,ES,2020-08-18 05:35:27,28.5,-13.86,71.6,78,20,9.17
554,Chaohu,CN,2020-08-18 05:35:27,31.6,117.87,98.6,47,40,4.47
555,Hede,CN,2020-08-18 05:35:28,33.77,120.25,90.5,73,0,8.23
556,Chulman,RU,2020-08-18 05:35:28,56.85,124.91,53.85,58,69,11.41
557,San Pablo,PH,2020-08-18 05:35:28,14.07,121.33,87.8,66,99,5.82
558,Brawley,US,2020-08-18 05:35:28,32.98,-115.53,102.2,26,20,5.82
559,Biak,ID,2020-08-18 05:35:28,-0.91,122.88,82.15,62,17,11.5
